t,num_edges,num_entities,num_new_edges,new_new_entities
17762209,1,2,1,1
17762211,1,2,1,1
17762237,2,3,2,2
17762278,1,2,1,1
17762294,1,2,1,1
17762389,1,2,1,1
17762404,1,2,1,1
17762490,1,2,1,1
17762495,1,2,1,1
17762522,2,3,2,2
17762580,1,2,1,1
17762586,1,2,1,1
17762743,1,2,1,1
17762767,4,5,4,4
17762813,1,2,1,1
17762899,2,3,2,2
17762927,1,2,1,1
17762965,1,2,1,1
17763001,2,3,2,2
17763030,1,2,1,1
17763079,1,2,1,1
17763134,1,2,1,1
17763136,2,3,2,2
17763141,2,3,2,2
17763182,1,2,1,1
17763207,2,3,2,2
17763259,2,3,2,2
17763306,22,23,22,22
17763320,2,3,2,2
17763329,1,2,1,1
17763349,2,3,2,2
17763379,2,3,2,2
17763392,1,2,1,1
17763467,1,2,1,1
17763469,1,2,1,1
17763522,1,2,1,1
17763567,1,2,1,1
17763584,2,3,2,2
17763614,1,2,1,1
17763652,2,3,2,2
17763671,1,2,1,1
17763784,4,5,4,4
17763808,18,19,18,18
17763888,1,2,1,1
17763925,1,2,1,1
17763995,1,2,1,1
17764007,1,2,1,1
17764044,1,2,1,1
17764112,1,2,1,1
17764265,1,2,1,1
17764303,1,2,1,1
17764460,2,3,2,2
17764562,1,2,1,1
17764588,1,2,1,1
17764637,1,2,1,1
17764758,1,2,1,1
17764794,6,7,6,6
17764857,7,8,7,7
17764919,2,3,2,2
17764993,1,2,1,1
17765063,1,2,1,1
17765134,1,2,1,1
17765157,1,2,1,1
17765187,1,2,1,1
17765297,2,3,2,2
17765308,1,2,1,1
17765336,1,2,1,1
17765362,1,2,1,1
17765379,1,2,1,1
17765515,1,2,1,1
17765529,1,2,1,1
17765549,1,2,1,1
17765653,1,2,1,1
17765656,3,4,3,3
17765669,6,7,6,6
17765761,2,3,0,2
17765919,1,2,1,1
17766024,1,2,1,1
17766101,1,2,1,1
17766206,1,2,1,1
17766476,1,2,1,1
17766952,1,2,1,1
17767192,1,2,1,1
17767271,1,2,1,1
17767311,1,2,1,1
17767373,1,2,1,1
17767751,4,5,4,4
17767794,4,5,4,4
17767921,4,5,4,4
17768008,4,5,4,4
17768051,1,2,1,1
17768461,2,3,2,2
17768654,1,2,1,1
17768666,1,2,1,1
17768669,1,2,1,1
17768804,1,2,1,1
17768858,1,2,1,1
17769041,1,2,0,1
17769101,1,2,1,1
17769425,1,2,1,1
17769820,1,2,1,1
17769859,1,2,1,1
17770038,1,2,1,1
17770075,1,2,1,1
17770360,1,2,1,1
17770510,1,2,1,1
17770674,1,2,1,1
17770888,1,2,1,1
17770903,1,2,1,1
17770919,1,2,1,1
17770974,1,2,1,1
17771001,1,2,1,1
17771070,1,2,1,1
17771543,2,3,2,2
17771631,1,2,1,1
17771699,1,2,1,1
17772022,2,3,2,2
17772257,1,2,1,1
17772381,1,2,1,1
17773537,1,2,1,1
17773561,1,2,1,1
17773679,1,2,1,1
17773810,1,2,1,1
17773956,1,2,1,1
17774283,1,2,1,1
17774290,1,2,1,1
17774676,1,2,1,1
17774684,1,2,1,1
17775681,1,2,1,1
17779138,1,2,1,1
17782121,4,5,4,4
17783233,3,4,3,3
17785223,1,2,1,1
17789685,1,2,1,1
17790028,1,2,1,1
17790675,1,2,1,1
17790715,1,2,0,1
17790784,1,2,0,1
17790800,1,2,0,1
17790945,1,2,1,1
17791785,1,2,1,1
17791877,1,2,0,1
17791885,1,2,1,1
17792631,2,3,2,2
17794574,1,2,1,1
17816632,1,2,1,1
17816680,1,2,1,1
17817315,1,2,1,1
17817888,1,2,1,1
17817964,1,2,0,1
17818015,3,4,3,3
17818052,1,2,1,1
17818091,2,3,2,2
17818482,1,2,1,1
17818902,1,2,1,1
17820191,2,3,2,2
17820320,1,2,1,1
17820396,1,2,1,1
17820578,1,2,1,1
17820749,1,2,1,1
17820844,1,2,1,1
17821169,1,2,1,1
17821196,1,2,1,1
17821377,1,2,1,1
17821829,1,2,1,1
17821907,2,3,2,2
17822312,1,2,1,1
17822560,1,2,1,1
17822934,1,2,1,1
17822977,1,2,1,1
17822983,1,2,1,1
17823003,2,3,2,2
17823115,1,2,1,1
17823168,1,2,1,1
17823218,1,2,1,1
17823240,1,2,1,1
17823356,1,2,1,1
17823379,1,2,1,1
17823401,1,2,1,1
17823444,1,2,1,1
17823711,1,2,1,1
17823852,1,2,1,1
17824082,1,2,1,1
17824157,1,2,1,1
17824190,1,2,0,1
17824360,1,2,1,1
17824418,2,3,2,2
17824474,1,2,1,1
17824503,1,2,0,1
17824610,1,2,1,1
17824774,1,2,1,1
17824847,1,2,1,1
17824948,1,2,1,1
17824998,1,2,1,1
17825068,1,2,1,1
17825147,2,3,2,2
17825189,1,2,1,1
17825202,1,2,1,1
17825219,3,4,3,3
17825246,18,19,18,18
17825279,1,2,1,1
17825315,1,2,1,1
17825327,1,2,1,1
17825627,1,2,1,1
17825666,1,2,1,1
17825888,3,4,3,3
17825997,1,2,1,1
17826100,1,2,1,1
17826193,1,2,1,1
17826270,1,2,1,1
17826326,1,2,1,1
17826376,1,2,1,1
17826459,2,3,2,2
17826632,1,2,1,1
17826639,1,2,1,1
17826675,1,2,1,1
17826683,1,2,1,1
17826690,7,8,7,7
17826696,1,2,1,1
17826703,1,2,1,1
17826714,1,2,1,1
17826722,1,2,1,1
17826798,1,2,1,1
17826805,1,2,1,1
17826811,1,2,1,1
17826941,1,2,1,1
17826999,1,2,1,1
17827025,1,2,1,1
17827026,1,2,1,1
17827030,1,2,1,1
17827042,1,2,1,1
17827156,1,2,1,1
17827213,1,2,1,1
17827234,1,2,1,1
17827316,1,2,1,1
17827363,1,2,1,1
17827369,1,2,1,1
17827475,1,2,1,1
17827479,3,4,3,3
17827491,1,2,1,1
17827520,15,16,15,15
17827549,1,2,1,1
17827555,1,2,1,1
17827567,1,2,1,1
17827577,1,2,0,1
17827583,2,4,2,2
17827590,1,2,1,1
17827598,1,2,1,1
17827629,1,2,1,1
17827714,5,6,5,5
17827778,2,3,2,2
17827792,1,2,1,1
17827851,1,2,1,1
17827908,18,19,17,18
17827919,1,2,1,1
17827946,1,2,1,1
17827966,1,2,1,1
17827990,1,2,1,1
17828047,1,2,1,1
17828051,1,2,1,1
17828059,1,2,1,1
17828060,1,2,1,1
17828062,1,2,1,1
17828108,15,16,15,15
17828137,1,2,1,1
17828240,1,2,1,1
17828269,1,2,1,1
17828277,1,2,1,1
17828278,1,2,1,1
17828281,1,2,1,1
17828286,1,2,1,1
17828295,2,3,2,2
17828303,1,2,1,1
17828305,3,4,3,3
17828345,2,3,2,2
17828369,1,2,1,1
17828405,1,2,1,1
17828414,1,2,1,1
17828439,1,2,1,1
17828489,1,2,1,1
17828497,1,2,1,1
17828512,2,3,2,2
17828533,1,2,1,1
17828541,1,2,1,1
17828557,2,3,2,2
17828618,1,2,1,1
17828632,1,2,1,1
17828655,2,3,2,2
17828685,1,2,1,1
17828691,1,2,1,1
17828698,1,2,1,1
17828713,1,2,1,1
17828724,1,2,1,1
17828778,1,2,1,1
17828780,3,4,3,3
17828809,1,2,1,1
17828824,1,2,1,1
17828827,1,2,1,1
17828944,1,2,1,1
17828953,1,2,1,1
17828966,7,9,7,7
17829039,1,2,1,1
17829202,2,3,2,2
17829305,1,2,1,1
17829442,1,2,1,1
17829497,1,2,1,1
17829539,1,2,1,1
17829563,1,2,1,1
17829583,2,3,2,2
17829612,1,2,1,1
17829668,2,3,2,2
17829689,1,2,1,1
17829709,1,2,1,1
17829730,1,2,1,1
17829878,1,2,1,1
17829904,1,2,1,1
17829925,1,2,1,1
17829933,1,2,1,1
17829989,3,4,3,3
17830003,1,2,1,1
17830149,1,2,1,1
17830151,1,2,1,1
17830192,1,2,1,1
17830295,1,2,1,1
17830300,1,2,1,1
17830318,1,2,1,1
17830348,1,2,1,1
17830368,1,2,1,1
17830517,1,2,1,1
17830518,2,3,2,2
17830606,1,2,1,1
17830614,1,2,1,1
17830645,1,2,1,1
17830685,1,2,1,1
17830811,1,2,1,1
17830864,1,2,1,1
17830928,1,2,1,1
17831024,1,2,1,1
17831127,2,3,2,2
17831152,1,2,1,1
17831167,1,2,1,1
17831423,1,2,1,1
17831429,1,2,1,1
17831532,1,2,1,1
17831685,2,3,2,2
17831689,1,2,1,1
17831724,1,2,1,1
17831787,1,2,1,1
17831847,1,2,1,1
17831860,1,2,1,1
17831875,1,2,1,1
17831900,1,2,1,1
17831911,1,2,1,1
17831928,1,2,1,1
17832014,1,2,1,1
17832062,1,2,0,1
17832116,1,2,0,1
17832253,1,2,1,1
17832264,1,2,1,1
17832314,1,2,1,1
17832344,1,2,1,1
17832359,1,2,1,1
17832381,1,2,1,1
17832386,1,2,1,1
17832409,3,4,3,3
17832472,1,2,1,1
17832599,1,2,1,1
17832617,1,2,1,1
17832622,1,2,1,1
17832841,1,2,1,1
17832870,1,2,1,1
17832995,1,2,1,1
17833051,1,2,1,1
17833127,1,2,1,1
17833135,1,2,1,1
17833320,1,2,1,1
17833439,4,5,4,4
17833487,2,3,2,2
17833523,2,3,2,2
17833535,1,2,1,1
17833640,1,2,1,1
17833821,1,2,1,1
17833836,1,2,0,1
17833845,1,2,0,1
17833919,2,3,2,2
17834057,1,2,1,1
17834224,1,2,1,1
17834292,1,2,1,1
17834402,1,2,1,1
17834562,2,3,2,2
17834647,1,2,1,1
17834727,1,2,1,1
17834840,1,2,1,1
17834931,1,2,1,1
17834974,1,2,1,1
17834988,1,2,1,1
17834997,2,4,2,2
17835148,1,2,1,1
17835209,1,2,1,1
17835321,1,2,1,1
17835345,1,2,1,1
17835405,1,2,1,1
17835420,1,2,1,1
17835447,1,2,1,1
17835644,1,2,1,1
17835979,1,2,1,1
17835993,1,2,1,1
17836204,2,3,2,2
17836348,1,2,1,1
17836499,2,3,2,2
17836654,1,2,1,1
17836774,1,2,1,1
17836780,2,3,2,2
17836872,2,3,2,2
17836909,1,2,1,1
17836977,1,2,1,1
17836991,1,2,1,1
17837127,2,3,2,2
17837160,1,2,1,1
17837177,1,2,1,1
17837257,2,3,2,2
17837402,1,2,1,1
17837417,1,2,1,1
17837499,1,2,1,1
17837730,4,5,4,4
17837940,1,2,1,1
17837972,1,2,1,1
17837993,1,2,1,1
17838176,1,2,1,1
17838196,2,3,2,2
17838313,2,3,2,2
17838345,2,3,2,2
17838347,1,2,1,1
17838435,1,2,1,1
17838708,1,2,1,1
17838828,1,2,1,1
17838899,1,2,1,1
17839041,1,2,1,1
17839148,1,2,1,1
17839187,1,2,1,1
17839199,2,3,2,2
17839225,1,2,1,1
17839286,1,2,1,1
17839288,1,2,1,1
17839318,1,2,1,1
17839364,1,2,1,1
17839498,1,2,1,1
17839613,1,2,1,1
17839647,1,2,1,1
17839652,1,2,1,1
17839666,1,2,1,1
17839817,1,2,1,1
17839859,1,2,1,1
17839860,1,2,1,1
17839934,1,2,1,1
17839951,1,2,1,1
17839979,1,2,1,1
17840250,1,2,1,1
17840268,1,2,1,1
17840461,2,3,2,2
17840491,1,2,1,1
17840500,1,2,1,1
17840573,1,2,1,1
17840592,1,2,1,1
17840669,1,2,1,1
17840689,1,2,1,1
17840794,1,2,1,1
17840985,1,2,1,1
17841020,1,2,0,1
17841054,1,2,0,1
17841071,1,2,0,1
17841090,1,2,0,1
17841291,6,7,6,6
17841348,1,2,1,1
17841370,1,2,1,1
17841520,1,2,1,1
17841595,2,3,2,2
17841747,1,2,1,1
17841749,1,2,1,1
17841755,2,3,2,2
17841787,1,2,1,1
17841904,1,2,1,1
17841935,1,2,1,1
17842077,1,2,1,1
17842235,1,2,1,1
17842300,1,2,1,1
17842546,2,3,2,2
17842630,1,2,1,1
17842674,1,2,1,1
17842675,1,2,1,1
17842702,1,2,1,1
17842755,1,2,1,1
17842837,1,2,1,1
17842852,12,13,12,12
17842967,1,2,1,1
17843103,1,2,1,1
17843139,1,2,1,1
17843258,1,2,1,1
17843262,1,2,1,1
17843284,1,2,1,1
17843328,1,2,1,1
17843404,1,2,1,1
17843453,1,2,1,1
17843457,1,2,1,1
17843465,1,2,1,1
17843466,1,2,1,1
17843600,1,2,1,1
17843802,1,2,1,1
17843814,1,2,1,1
17843835,2,3,2,2
17843889,1,2,1,1
17843931,1,2,1,1
17843938,2,3,2,2
17844008,1,2,1,1
17844057,10,11,10,10
17844086,1,2,1,1
17844120,2,3,2,2
17844122,3,4,3,3
17844158,5,6,5,5
17844170,1,2,1,1
17844190,1,2,1,1
17844206,1,2,1,1
17844365,3,4,3,3
17844403,1,2,1,1
17844555,1,2,1,1
17844633,1,2,1,1
17844665,2,4,2,2
17844681,1,2,1,1
17844692,1,2,1,1
17844762,1,2,1,1
17844785,2,3,2,2
17844907,1,2,1,1
17844950,1,2,1,1
17845032,1,2,1,1
17845039,1,2,1,1
17845058,1,2,1,1
17845111,1,2,1,1
17845179,1,2,1,1
17845211,1,2,1,1
17845261,1,2,1,1
17845308,5,6,5,5
17845322,1,2,1,1
17845407,1,2,1,1
17845543,1,2,1,1
17845578,5,6,5,5
17845633,1,2,1,1
17845674,2,3,2,2
17845709,1,2,1,1
17845736,1,2,1,1
17845746,2,3,2,2
17845925,1,2,1,1
17845932,1,2,1,1
17845935,1,2,1,1
17845946,1,2,1,1
17845974,1,2,1,1
17846037,2,3,2,2
17846143,1,2,1,1
17846149,4,5,4,4
17846210,1,2,1,1
17846230,1,2,1,1
17846250,1,2,1,1
17846252,1,2,1,1
17846267,1,2,1,1
17846337,1,2,1,1
17846345,1,2,1,1
17846384,1,2,1,1
17846448,1,2,1,1
17846540,1,2,1,1
17846697,3,4,3,3
17846701,1,2,1,1
17846759,1,2,1,1
17846872,1,2,1,1
17847132,1,2,1,1
17847609,1,2,1,1
17847737,6,7,6,6
17847822,1,2,1,1
17847848,1,2,1,1
17847902,1,2,1,1
17847909,3,4,3,3
17847945,1,2,1,1
17847951,1,2,1,1
17848078,1,2,1,1
17848325,1,2,1,1
17848435,1,2,1,1
17848446,1,2,1,1
17848563,1,2,1,1
17848853,1,2,1,1
17848901,1,2,1,1
17848903,1,2,1,1
17848967,1,2,1,1
17849037,1,2,1,1
17849054,1,2,1,1
17849267,1,2,1,1
17849348,1,2,1,1
17849394,1,2,1,1
17849598,1,2,1,1
17849602,1,2,1,1
17849954,1,2,1,1
17850013,2,3,2,2
17850053,1,2,1,1
17850068,1,2,1,1
17850072,3,4,3,3
17850075,1,2,1,1
17850407,3,4,3,3
17850447,1,2,1,1
17850456,1,2,1,1
17850458,2,3,2,2
17850460,1,2,1,1
17850694,2,3,2,2
17850695,1,2,1,1
17850697,1,2,1,1
17850846,1,2,1,1
17850848,1,2,1,1
17850977,1,2,1,1
17851045,1,2,1,1
17851088,3,5,3,3
17851121,4,6,4,4
17851122,1,2,1,1
17851187,1,2,1,1
17851233,1,2,1,1
17851270,2,3,2,2
17851318,1,2,1,1
17851339,1,2,1,1
17851453,1,2,0,1
17851664,3,4,3,3
17851883,1,2,1,1
17851994,1,2,1,1
17852214,1,2,1,1
17852262,1,2,1,1
17852368,2,3,2,2
17852670,1,2,1,1
17853508,1,2,1,1
17853744,3,4,3,3
17853793,1,2,1,1
17853835,3,4,3,3
17853850,1,2,1,1
17854188,1,2,1,1
17854651,2,3,2,2
17854683,1,2,1,1
17854779,4,5,4,4
17855583,1,2,1,1
17856461,1,2,1,1
17856531,2,3,2,2
17856917,1,2,1,1
17857007,1,2,1,1
17857426,1,2,1,1
17857475,2,3,2,2
17857487,1,2,1,1
17857527,1,2,1,1
17857718,1,2,1,1
17857750,1,2,1,1
17858177,1,2,1,1
17858208,1,2,1,1
17858282,1,2,1,1
17858360,1,2,1,1
17858436,1,2,1,1
17858803,5,6,5,5
17858981,1,2,1,1
17859046,3,4,3,3
17859332,1,2,1,1
17859361,1,2,1,1
17859702,1,2,1,1
17859757,1,2,1,1
17860340,1,2,1,1
17862489,1,2,1,1
17863737,1,2,1,1
17866851,1,2,1,1
17867191,1,2,1,1
17867295,1,2,1,1
17867817,1,2,1,1
17867818,3,4,3,3
17867819,6,7,6,6
17870328,1,2,1,1
17870514,4,5,4,4
17870830,1,2,1,1
17871934,1,2,1,1
17872002,1,2,1,1
17881030,1,2,1,1
17902361,1,2,1,1
17902535,1,2,1,1
17903538,1,2,1,1
17903562,1,2,1,1
17903648,1,2,1,1
17903823,1,2,1,1
17905972,1,2,1,1
17906014,1,2,1,1
17907185,29,30,29,29
17907264,1,2,0,1
17907386,1,2,1,1
17907515,29,30,29,29
17907691,1,2,0,1
17907913,1,2,1,1
17908080,1,2,1,1
17908259,1,2,1,1
17908349,1,2,1,1
17908359,1,2,1,1
17908393,4,5,4,4
17908402,29,30,29,29
17908526,1,2,1,1
17908562,1,2,1,1
17908928,1,2,1,1
17909099,1,2,1,1
17909470,2,3,2,2
17909674,1,2,1,1
17909685,1,2,1,1
17909847,1,2,1,1
17909973,1,2,1,1
17910023,1,2,1,1
17910038,1,2,1,1
17910063,2,3,2,2
17910148,2,4,2,2
17910248,3,4,3,3
17910271,5,6,5,5
17910469,1,2,1,1
17910909,1,2,1,1
17910953,1,2,1,1
17911161,1,2,1,1
17911465,5,6,5,5
17911681,1,2,1,1
17911892,1,2,1,1
17912162,1,2,1,1
17912174,1,2,1,1
17912260,1,2,1,1
17912279,6,7,6,6
17912280,1,2,1,1
17912368,1,2,1,1
17912401,2,3,2,2
17912423,1,2,1,1
17912559,1,2,1,1
17912569,1,2,1,1
17912578,1,2,1,1
17912763,3,4,3,3
17912824,1,2,1,1
17912950,1,2,1,1
17912963,5,6,5,5
17912993,1,2,1,1
17912999,1,2,1,1
17913020,1,2,1,1
17913070,1,2,1,1
17913220,1,2,1,1
17913371,1,2,1,1
17913401,1,2,1,1
17913457,2,3,2,2
17913556,1,2,1,1
17913642,1,2,1,1
17913661,1,2,1,1
17913686,2,3,2,2
17913718,3,4,3,3
17913722,1,2,1,1
17913840,1,2,1,1
17913928,1,2,1,1
17914032,14,15,14,14
17914090,1,2,1,1
17914127,11,12,11,11
17914172,1,2,1,1
17914208,1,2,1,1
17914338,1,2,1,1
17914350,1,2,1,1
17914359,3,4,3,3
17914531,1,2,1,1
17914543,1,2,1,1
17914545,1,2,1,1
17914647,1,2,1,1
17914818,1,2,1,1
17914828,1,2,1,1
17914973,1,2,1,1
17914994,1,2,1,1
17915050,1,2,1,1
17915149,1,2,1,1
17915159,1,2,1,1
17915160,1,2,1,1
17915177,1,2,1,1
17915241,1,2,1,1
17915282,3,4,3,3
17915334,1,2,1,1
17915391,2,3,2,2
17915485,1,2,1,1
17915655,1,2,1,1
17915702,1,2,1,1
17915731,1,2,1,1
17915793,1,2,1,1
17915799,3,4,3,3
17915856,1,2,1,1
17915865,1,2,0,1
17915934,1,2,1,1
17916034,1,2,1,1
17916051,1,2,1,1
17916094,1,2,1,1
17916158,3,4,3,3
17916216,1,2,1,1
17916287,2,3,2,2
17916295,1,2,1,1
17916371,1,2,1,1
17916496,1,2,1,1
17916513,5,6,5,5
17916606,1,2,1,1
17916648,1,2,1,1
17916744,1,2,1,1
17916762,1,2,1,1
17916790,1,2,1,1
17916819,2,3,2,2
17916857,1,2,1,1
17916873,1,2,1,1
17916889,1,2,1,1
17916917,2,3,2,2
17916952,2,3,2,2
17916955,1,2,1,1
17917003,1,2,1,1
17917138,10,11,10,10
17917221,3,4,3,3
17917229,1,2,1,1
17917278,1,2,1,1
17917315,1,2,1,1
17917317,1,2,1,1
17917322,1,2,1,1
17917323,1,2,1,1
17917327,2,3,2,2
17917400,1,2,1,1
17917429,1,2,1,1
17917462,1,2,1,1
17917552,1,2,1,1
17917559,1,2,1,1
17917568,1,2,1,1
17917580,1,2,1,1
17917630,1,2,1,1
17917692,1,2,1,1
17917705,1,2,1,1
17917720,1,2,1,1
17917812,1,2,1,1
17917873,1,2,1,1
17917896,1,2,1,1
17918042,1,2,1,1
17918044,1,2,1,1
17918083,1,2,1,1
17918084,1,2,1,1
17918091,1,2,1,1
17918099,1,2,1,1
17918103,1,2,1,1
17918130,7,8,7,7
17918370,2,3,2,2
17918484,1,2,1,1
17918516,2,3,2,2
17918541,1,2,1,1
17918549,2,3,2,2
17918598,2,3,2,2
17918828,1,2,1,1
17918829,1,2,1,1
17918914,7,8,7,7
17919064,1,2,1,1
17919097,3,4,3,3
17919515,7,8,7,7
17919695,1,2,1,1
17919928,1,2,1,1
17920002,1,2,1,1
17920131,7,8,7,7
17920221,1,2,1,1
17920392,7,8,7,7
17920395,1,2,1,1
17920411,7,8,7,7
17920471,1,2,1,1
17920486,1,2,1,1
17920502,1,2,1,1
17920508,1,2,1,1
17920542,1,2,1,1
17920594,1,2,1,1
17920606,1,2,1,1
17920710,7,8,7,7
17920721,7,8,1,7
17920732,8,9,1,8
17920843,8,9,0,8
17920844,8,9,0,8
17920858,1,2,1,1
17920864,8,9,8,8
17920896,1,2,1,1
17920924,8,9,8,8
17920925,8,9,2,8
17920927,7,8,2,7
17921171,1,2,1,1
17921406,1,2,1,1
17921423,1,2,1,1
17921577,1,2,1,1
17921591,1,2,1,1
17921660,1,2,1,1
17921665,1,2,1,1
17921802,1,2,1,1
17921823,1,2,1,1
17921876,7,8,7,7
17921877,8,9,1,8
17921878,8,9,2,8
17921880,7,8,2,7
17921883,1,2,1,1
17921915,1,2,1,1
17921922,1,2,1,1
17922204,1,2,1,1
17922324,1,2,1,1
17922466,1,2,1,1
17922468,1,2,1,1
17922540,1,2,1,1
17922603,1,2,1,1
17922642,1,2,1,1
17922643,1,2,1,1
17922675,1,2,1,1
17922713,1,2,1,1
17923055,1,2,1,1
17923069,1,2,1,1
17923070,1,2,1,1
17923164,1,2,1,1
17923300,1,2,1,1
17923542,1,2,1,1
17923543,1,2,1,1
17923668,1,2,1,1
17923713,2,4,2,2
17923804,2,3,2,2
17923838,1,2,1,1
17923899,3,4,3,3
17924004,2,3,2,2
17924081,1,2,1,1
17924082,1,2,1,1
17924109,1,2,1,1
17924124,2,3,2,2
17924158,1,2,1,1
17924205,1,2,1,1
17924257,6,7,6,6
17924358,1,2,1,1
17924401,3,4,3,3
17924448,1,2,1,1
17924470,6,7,6,6
17924477,2,3,2,2
17924494,1,2,1,1
17924556,1,2,1,1
17924659,4,5,4,4
17924771,1,2,1,1
17924960,1,2,1,1
17924978,1,2,1,1
17925144,1,2,1,1
17925307,1,2,1,1
17925308,1,2,1,1
17925422,1,2,1,1
17925491,1,2,1,1
17925506,1,2,1,1
17925523,1,2,1,1
17925631,1,2,1,1
17925636,1,2,1,1
17925804,1,2,1,1
17925853,1,2,1,1
17925862,1,2,1,1
17925882,1,2,1,1
17925901,4,5,4,4
17925915,1,2,1,1
17925955,1,2,0,1
17925964,1,2,1,1
17926046,1,2,1,1
17926073,1,2,1,1
17926152,1,2,1,1
17926167,1,2,1,1
17926220,1,2,1,1
17926261,1,2,1,1
17926307,1,2,0,1
17926360,1,2,0,1
17926569,1,2,1,1
17926643,1,2,1,1
17926831,2,3,2,2
17926856,1,2,1,1
17927028,2,3,2,2
17927056,1,2,1,1
17927065,1,2,1,1
17927066,1,2,1,1
17927169,1,2,1,1
17927171,8,9,8,8
17927180,7,8,0,7
17927218,1,2,1,1
17927223,7,8,7,7
17927233,7,8,0,7
17927241,12,13,5,12
17927251,2,3,0,2
17927256,3,4,1,3
17927277,7,8,4,7
17927280,8,9,1,8
17927284,7,8,0,7
17927286,7,8,0,7
17927312,12,13,5,12
17927327,1,2,1,1
17927334,11,12,11,11
17927336,3,4,0,3
17927396,1,2,1,1
17927407,1,2,1,1
17927425,6,7,6,6
17927437,11,12,6,11
17927500,1,2,1,1
17927568,1,2,1,1
17927576,1,2,1,1
17927662,1,2,1,1
17927726,1,2,1,1
17927781,2,3,2,2
17927969,4,5,4,4
17928139,1,2,1,1
17928165,1,2,1,1
17928220,1,2,1,1
17928269,1,2,1,1
17928272,3,4,3,3
17928286,1,2,1,1
17928368,1,2,1,1
17928438,18,19,18,18
17928936,8,9,8,8
17928968,2,3,2,2
17929192,1,2,0,1
17929224,1,2,1,1
17929225,1,2,1,1
17929284,1,2,1,1
17929503,3,4,3,3
17929682,1,2,1,1
17929717,1,2,1,1
17929852,1,2,1,1
17929853,1,2,1,1
17930089,1,2,1,1
17930181,1,2,1,1
17930210,1,2,1,1
17930240,1,2,1,1
17930359,1,2,1,1
17930433,1,2,1,1
17930472,1,2,1,1
17930555,1,2,1,1
17930565,1,2,1,1
17930573,1,2,1,1
17930603,2,3,2,2
17930607,1,2,1,1
17930628,1,2,1,1
17930719,1,2,1,1
17930831,1,2,1,1
17930991,1,2,1,1
17930994,1,2,1,1
17931096,1,2,1,1
17931097,3,4,3,3
17931210,1,2,1,1
17931213,1,2,1,1
17931279,1,2,1,1
17931302,1,2,1,1
17931321,1,2,1,1
17931343,1,2,1,1
17931510,1,2,1,1
17931557,2,3,2,2
17931591,1,2,1,1
17931652,1,2,1,1
17931654,1,2,1,1
17931695,1,2,1,1
17931735,1,2,1,1
17931741,1,2,1,1
17931845,1,2,1,1
17931849,1,2,1,1
17931875,1,2,1,1
17931900,1,2,0,1
17931973,1,2,1,1
17932042,1,2,1,1
17932045,1,2,1,1
17932092,2,3,2,2
17932156,4,5,4,4
17932274,1,2,1,1
17932465,1,2,1,1
17932560,1,2,1,1
17932570,1,2,1,1
17932602,1,2,1,1
17932639,1,2,1,1
17932687,2,3,2,2
17932699,1,2,1,1
17932706,10,11,10,10
17932744,3,4,3,3
17932745,1,2,1,1
17932761,1,2,1,1
17932812,2,3,2,2
17932899,1,2,1,1
17932925,1,2,1,1
17932927,1,2,1,1
17933354,1,2,1,1
17933537,1,2,1,1
17933725,1,2,1,1
17933734,1,2,1,1
17933862,1,2,1,1
17933974,1,2,1,1
17934068,1,2,1,1
17934145,1,2,1,1
17934215,1,2,1,1
17934326,1,2,0,1
17934496,4,5,4,4
17934559,3,4,3,3
17934587,1,2,1,1
17934643,3,4,3,3
17934685,1,2,1,1
17934718,1,2,1,1
17934748,1,2,1,1
17934784,1,2,1,1
17934896,1,2,1,1
17934977,1,2,1,1
17935029,5,6,5,5
17935084,1,2,1,1
17935350,1,2,1,1
17935400,8,9,8,8
17935502,1,2,1,1
17935527,1,2,1,1
17935534,1,2,1,1
17935586,1,2,1,1
17935691,2,3,2,2
17935694,5,6,5,5
17935735,1,2,1,1
17935813,1,2,1,1
17935833,5,6,5,5
17935864,1,2,1,1
17935936,1,2,1,1
17936004,1,2,1,1
17936013,1,2,1,1
17936094,1,2,1,1
17936131,1,2,1,1
17936197,1,2,1,1
17936200,1,2,1,1
17936243,1,2,1,1
17936255,3,4,3,3
17936371,1,2,1,1
17936451,1,2,1,1
17936606,1,2,1,1
17936948,1,2,1,1
17937027,1,2,1,1
17937146,1,2,1,1
17937254,7,8,7,7
17937367,1,2,1,1
17937394,1,2,1,1
17937577,2,3,2,2
17937630,1,2,1,1
17937662,1,2,1,1
17937667,1,2,1,1
17937711,1,2,1,1
17937794,1,2,1,1
17938052,1,2,1,1
17938147,1,2,1,1
17938338,2,3,2,2
17938369,5,6,5,5
17938412,1,2,1,1
17938420,1,2,1,1
17938459,15,16,15,15
17938507,1,2,1,1
17938538,1,2,1,1
17938547,1,2,1,1
17938572,1,2,1,1
17938788,1,2,1,1
17938890,1,2,1,1
17938988,1,2,1,1
17939544,2,3,2,2
17939583,1,2,1,1
17939719,2,3,2,2
17939961,5,6,5,5
17939962,1,2,1,1
17940040,4,5,4,4
17940114,1,2,1,1
17940157,1,2,1,1
17940164,1,2,1,1
17940201,1,2,1,1
17940214,1,2,1,1
17940313,12,13,12,12
17940402,2,3,2,2
17940596,1,2,1,1
17940771,1,2,1,1
17940909,1,2,1,1
17941036,1,2,1,1
17941067,1,2,1,1
17941182,1,2,1,1
17941780,1,2,1,1
